epoch;loss;train_acc;train_auprc;train_auroc;train_minpse;train_prec0;train_prec1;train_rec0;train_rec1;val_acc;val_auprc;val_auroc;val_loss;val_minpse;val_prec0;val_prec1;val_rec0;val_rec1
33;0.3096075570104874;0.8857026;0.5214207073973574;0.8282225635688222;0.5067669172932331;0.9021025;0.6571719;0.97345203;0.32511324;0.88112974;0.4908733348551343;0.8157967096294052;0.30871596308985827;0.4909090909090909;0.9014367;0.6157205;0.9684135;0.3233945
34;0.3114431526596406;0.882978;0.5183585994008255;0.8280241928609698;0.5060301507537689;0.88971734;0.7245409;0.9870017;0.21841973;0.8795779;0.48455375093228237;0.8132372214941023;0.30954397416573587;0.481651376146789;0.8905538;0.65789473;0.9813352;0.2293578
35;0.3098797515190985;0.88263744;0.5199608649071038;0.8239046158625679;0.5088072471061902;0.89001065;0.71428573;0.9861352;0.22143936;0.8777157;0.48225576770149614;0.8137583395351594;0.31077940120118364;0.4874141876430206;0.888564;0.6458333;0.98169416;0.21330275
36;0.31040297710301157;0.8845447;0.5206554106707839;0.8263244133979737;0.5148465022647207;0.89217716;0.7218845;0.9855837;0.23905385;0.8767846;0.4797106882880808;0.8143041551137075;0.312280808284666;0.4759725400457666;0.88946855;0.62580645;0.97918165;0.22247706
37;0.3143394509442422;0.88468087;0.5255523030810387;0.8299551702419914;0.5067941620533467;0.8972341;0.676259;0.9787301;0.28384498;0.8792675;0.4839217934622271;0.8152969961208402;0.3121647183141081;0.482837528604119;0.89619833;0.61928934;0.9730797;0.2798165
38;0.3102733586875443;0.88461274;0.5257829906160324;0.8319032153935195;0.5123301459486663;0.8929133;0.7144949;0.9846384;0.24559638;0.87647426;0.4783247023025974;0.8181800219972734;0.31027594278089604;0.482837528604119;0.8907068;0.61445785;0.977028;0.23394495
39;0.3107950747780429;0.8838635;0.5262378293169754;0.8294515025148895;0.5158530447911425;0.8907061;0.7281553;0.9867654;0.22647206;0.87647426;0.4799230744434944;0.8153529772058195;0.31015803156655297;0.48394495412844035;0.88791424;0.6319444;0.9809763;0.2087156
40;0.3117317090142237;0.8854983;0.5288555782783013;0.8321265633265034;0.5153497735279315;0.8983002;0.6787383;0.9783362;0.2924006;0.87895715;0.4849920428828883;0.8161688191942675;0.3094308977538499;0.47954545454545455;0.89668876;0.6138614;0.97200286;0.28440368
41;0.31102508044735744;0.88372725;0.5287055062700728;0.8320709592657932;0.5140845070422535;0.8904129;0.7295082;0.9870017;0.2239557;0.8792675;0.48488552228810794;0.8162494978167376;0.30868674655607364;0.482837528604119;0.89000976;0.6577181;0.98169416;0.22477064
42;0.31089206424893656;0.8835229;0.5282993529063698;0.8292355882798613;0.518350930115636;0.89050055;0.72447324;0.98660785;0.22496225;0.87895715;0.48082507614132836;0.8132553330215956;0.3100531797909278;0.4841628959276018;0.88972026;0.6554054;0.98169416;0.22247706
43;0.3090165348641189;0.8851577;0.5340487884785402;0.8359283943394789;0.5158530447911425;0.89291835;0.72362554;0.9853474;0.2450931;0.8786468;0.48881145222697303;0.8196873950354656;0.3084906138003353;0.48873873873873874;0.8907015;0.6433121;0.9798995;0.23165138
44;0.3099589453556299;0.8837954;0.5297795289061917;0.8336292407660982;0.5125754527162978;0.89103204;0.72266245;0.986214;0.2294917;0.8783364;0.47974007860184115;0.8155810178019851;0.3096940919969631;0.4817351598173516;0.89117646;0.63580245;0.9788227;0.23623854
45;0.30954805710470634;0.8848171;0.5359544109399584;0.8376871081598691;0.5150451354062187;0.8929924;0.71700877;0.984796;0.24609965;0.877095;0.4849112683204662;0.8222526459295166;0.3105762500355216;0.484375;0.8905229;0.6234568;0.9781048;0.23165138
46;0.30904477334257596;0.8842041;0.5303755057900289;0.8325711579338491;0.5078007045797684;0.8909673;0.7310789;0.9868442;0.22848515;0.8777157;0.4814441084282191;0.8177157082924452;0.3090496877292755;0.481651376146789;0.8898305;0.6363636;0.9798995;0.22477064
47;0.30743639583415017;0.8830461;0.533905106320806;0.8394497667959746;0.5140280561122245;0.8893934;0.7303754;0.9875532;0.2154001;0.8792675;0.48451191265573823;0.8244688382936964;0.31255342195782876;0.4829059829059829;0.88924974;0.66433567;0.982771;0.2178899
48;0.30786719952608665;0.8816157;0.532012714979834;0.8362756570615889;0.5163563160543533;0.8852321;0.77006507;0.9916496;0.1786613;0.8767846;0.48332878561096815;0.8227910522468175;0.3103205325679702;0.4826086956521739;0.8839601;0.6756757;0.98707825;0.17201835
49;0.30805699025855454;0.88229686;0.53466360579352;0.8410056298665447;0.5188726723704077;0.88639885;0.76374745;0.99086183;0.18872672;0.8795779;0.4866125574366143;0.8267381303634818;0.3090422086690539;0.49099099099099097;0.88553053;0.71428573;0.988514;0.18348624
