epoch;loss;train_acc;train_apr;train_auprc;train_auroc;train_dem_val;train_dem_var;train_diff;train_fnr;train_fpr;train_minpse;train_nb;train_ppr;train_prec0;train_prec1;train_prev;train_rec0;train_rec1;val_acc;val_apr;val_auprc;val_auroc;val_dem_val;val_dem_var;val_diff;val_fnr;val_fpr;val_loss;val_minpse;val_nb;val_ppr;val_prec0;val_prec1;val_prev;val_rec0;val_rec1
10;0.3210876777487319;0.908168;0.151405;0.503272;0.874533;;;0.049633006647109984;0.609342;0.033197;0.508475;4628;0.069576;0.933349;0.571429;0.101772;0.966803;0.390658;0.909425;0.153521;0.484955;0.859952;;;0.05193000133895874;0.590361;0.03406;0.2504691947593537;0.493976;817;0.072215;0.935356;0.576271;0.101591;0.96594;0.409639
11;0.31448676368728007;0.905143;0.158938;0.493073;0.875298;;;0.057166005566596984;0.626327;0.03464;0.47983;4628;0.069144;0.931523;0.55;0.101772;0.96536;0.373673;0.906977;0.162583;0.495203;0.879699;;;0.06099199350738525;0.626506;0.032698;0.247624605419878;0.5;817;0.067319;0.931759;0.563636;0.101591;0.967302;0.373494
12;0.3148420564949799;0.907303;0.113139;0.486799;0.872146;;;0.011367003515243529;0.66879;0.027424;0.484144;4628;0.058341;0.927719;0.577778;0.101772;0.972576;0.33121;0.908201;0.121518;0.508468;0.880207;;;0.019927000960350036;0.650602;0.02861;0.22894239741647696;0.506024;817;0.0612;0.929596;0.58;0.101591;0.97139;0.349398
13;0.30919280776988534;0.908168;0.117208;0.485579;0.864627;;;0.015435996547222136;0.66242;0.027183;0.473795;4628;0.058773;0.928375;0.584559;0.101772;0.972817;0.33758;0.914321;0.12185;0.4987;0.865927;;;0.02025899883174896;0.626506;0.024523;0.23556305554717086;0.53012;817;0.059976;0.932292;0.632653;0.101591;0.975477;0.373494
14;0.31095663893373376;0.891962;0.185932;0.500762;0.876633;;;0.08415999551105499;0.537155;0.059418;0.470339;4628;0.100475;0.939227;0.468817;0.101772;0.940582;0.462845;0.887393;0.191652;0.465303;0.889252;;;0.09006099995040893;0.542169;0.064033;0.2669946300173623;0.452381;817;0.104039;0.938525;0.447059;0.101591;0.935967;0.457831
15;0.2991224299823535;0.907736;0.147881;0.513487;0.878237;;;0.046109001234054564;0.590234;0.035843;0.503185;4628;0.073898;0.935138;0.564327;0.101772;0.964157;0.409766;0.900857;0.153446;0.47516;0.870753;;;0.051855003794670104;0.614458;0.040872;0.24898234638983938;0.494118;817;0.075887;0.93245;0.516129;0.101591;0.959128;0.385542
16;0.2940985490989953;0.907952;0.145001;0.517122;0.880268;;;0.04322899420547485;0.602972;0.034159;0.488323;4628;0.071089;0.933938;0.568389;0.101772;0.965841;0.397028;0.911873;0.153307;0.501116;0.879009;;;0.05171600576305389;0.578313;0.032698;0.24437583311753874;0.5;817;0.072215;0.936675;0.59322;0.101591;0.967302;0.421687
17;0.29319933599044823;0.907087;0.130604;0.51986;0.882001;;;0.028831998899459838;0.577495;0.038008;0.511677;4628;0.077139;0.936315;0.557423;0.101772;0.961992;0.422505;0.909425;0.137378;0.515055;0.883966;;;0.03578700717353821;0.566265;0.036785;0.2350171346541134;0.52381;817;0.077111;0.937666;0.571429;0.101591;0.963215;0.433735
18;0.2918839347253777;0.831245;0.256507;0.418094;0.835936;;;0.154735009267807;0.401274;0.14241;0.420382;4628;0.18885;0.949654;0.322654;0.101772;0.85759;0.598726;0.849449;0.268375;0.469648;0.856883;;;0.1667840092983246;0.313253;0.132153;0.37862869226254037;0.494118;817;0.188494;0.960784;0.37013;0.101591;0.867847;0.686747
19;0.28394161989283545;0.762316;0.321662;0.342455;0.824792;;;0.21989000876235962;0.280255;0.23286;0.399151;4628;0.282411;0.960253;0.259373;0.101772;0.76714;0.719745;0.753978;0.348606;0.404068;0.869965;;;0.2470149904098511;0.156627;0.256131;0.5646760970937724;0.409091;817;0.315789;0.976744;0.271318;0.101591;0.743869;0.843373
20;0.289930978098342;0.882023;0.185531;0.463263;0.869544;;;0.08375900526332855;0.464968;0.078662;0.471338;4628;0.125108;0.945913;0.435233;0.101772;0.921337;0.535032;0.877601;0.191994;0.462601;0.873428;;;0.09040299650096893;0.445783;0.085831;0.2849947764849429;0.493976;817;0.133415;0.94774;0.422018;0.101591;0.914169;0.554217
21;0.27856873431106327;0.779602;0.30764;0.300328;0.812092;;;0.20586798627662659;0.363057;0.204234;0.358921;4628;0.248271;0.950848;0.261097;0.101772;0.795766;0.636943;0.773562;0.327046;0.367573;0.838154;;;0.2254550069179535;0.26506;0.222071;0.5484674670887402;0.433735;817;0.274174;0.962901;0.272321;0.101591;0.777929;0.73494
22;0.279263432922608;0.888721;0.17663;0.469394;0.876079;;;0.07485800524044037;0.511677;0.065913;0.471459;4628;0.108902;0.941562;0.456349;0.101772;0.934087;0.488323;0.892289;0.182178;0.444858;0.883572;;;0.08058700557613373;0.506024;0.06267;0.2702805835074281;0.483146;817;0.106487;0.942466;0.471264;0.101591;0.93733;0.493976
23;0.2772530335664104;0.892178;0.168039;0.474807;0.88577;;;0.0662669940738678;0.503185;0.063026;0.482255;4628;0.107174;0.942643;0.471774;0.101772;0.936974;0.496815;0.898409;0.170598;0.457882;0.878976;;;0.06900700028800964;0.53012;0.053134;0.2645701431330736;0.506024;817;0.095471;0.94046;0.5;0.101591;0.946867;0.46988
24;0.2737377534270191;0.856958;0.208532;0.394164;0.859268;;;0.10676000554847717;0.473461;0.105605;0.42161;4628;0.148444;0.943415;0.36099;0.101772;0.894395;0.526539;0.856793;0.218143;0.438235;0.867355;;;0.11655200119876861;0.421687;0.111717;0.3515389204718346;0.46988;817;0.159119;0.949054;0.369231;0.101591;0.888283;0.578313
25;0.2695630425564891;0.837295;0.22593;0.349189;0.84805;;;0.12415800531196594;0.414013;0.134231;0.400424;4628;0.180207;0.948603;0.330935;0.101772;0.865769;0.585987;0.848225;0.232449;0.409745;0.85529;;;0.13085799511337282;0.385542;0.125341;0.38763264974298794;0.447059;817;0.175031;0.952522;0.356643;0.101591;0.874659;0.614458
26;0.26589729137712703;0.601556;0.453544;0.198431;0.72153;;;0.35177199085044863;0.312102;0.408227;0.265957;4628;0.43669;0.943613;0.160317;0.101772;0.591773;0.687898;0.574051;0.491924;0.247609;0.76355;;;0.390332987865448;0.216867;0.449591;1.1911506888592294;0.340909;817;0.483476;0.957346;0.164557;0.101591;0.550409;0.783133
