epoch;loss;train_acc;train_apr;train_auprc;train_auroc;train_dem_val;train_dem_var;train_diff;train_fnr;train_fpr;train_minpse;train_nb;train_ppr;train_prec0;train_prec1;train_prev;train_rec0;train_rec1;val_acc;val_apr;val_auprc;val_auroc;val_dem_val;val_dem_var;val_diff;val_fnr;val_fpr;val_loss;val_minpse;val_nb;val_ppr;val_prec0;val_prec1;val_prev;val_rec0;val_rec1
16;0.2819129640981877;0.907736;0.096466;0.405944;0.795086;;;-0.005306002602100374;0.823779;0.009382;0.415254;4628;0.026361;0.913893;0.680328;0.101772;0.990618;0.176221;0.908201;0.097288;0.43506;0.813696;;;-0.004303002396583558;0.831325;0.008174;0.2575183174592264;0.458824;817;0.02448;0.913425;0.7;0.101591;0.991826;0.168675
17;0.28039549084745713;0.90471;0.062632;0.397454;0.797857;;;-0.0391399980635643;0.906582;0.003368;0.40552;4628;0.012532;0.906565;0.758621;0.101772;0.996632;0.093418;0.906977;0.063825;0.435023;0.827172;;;-0.03776600364780426;0.891566;0.002725;0.26879753418850416;0.493976;817;0.013464;0.908189;0.818182;0.101591;0.997275;0.108434
18;0.2790326669670532;0.907736;0.094241;0.412342;0.805041;;;-0.007530999288082124;0.828025;0.008901;0.420168;4628;0.025497;0.913526;0.686441;0.101772;0.991099;0.171975;0.909425;0.095543;0.438059;0.834477;;;-0.006048002878189088;0.831325;0.006812;0.256727442852104;0.470588;817;0.023256;0.913534;0.736842;0.101591;0.993188;0.168675
19;0.2768887683407902;0.908384;0.082016;0.413222;0.801291;;;-0.019756001338481904;0.789809;0.012509;0.421053;4628;0.032627;0.916909;0.655629;0.101772;0.987491;0.210191;0.908201;0.082366;0.445176;0.826614;;;-0.01922500286436081;0.795181;0.012262;0.2579753394107559;0.481928;817;0.031824;0.916561;0.653846;0.101591;0.987738;0.204819
20;0.2766046185036775;0.907952;0.089411;0.426035;0.810091;;;-0.012361002072811128;0.823779;0.009141;0.416136;4628;0.026145;0.913912;0.68595;0.101772;0.990859;0.176221;0.909425;0.091001;0.446455;0.833787;;;-0.010590003469944001;0.819277;0.008174;0.2517958670088536;0.481928;817;0.025704;0.914573;0.714286;0.101591;0.991826;0.180723
21;0.2778793103902785;0.906655;0.062427;0.422885;0.810078;;;-0.03934500078868866;0.872611;0.005052;0.407643;4628;0.017502;0.909611;0.740741;0.101772;0.994948;0.127389;0.904529;0.063973;0.43224;0.825547;;;-0.03761799786424637;0.891566;0.00545;0.26532096893844653;0.47619;817;0.015912;0.90796;0.692308;0.101591;0.99455;0.108434
22;0.27515719461036636;0.910112;0.091812;0.428626;0.808864;;;-0.009960000321388246;0.794055;0.010103;0.420168;4628;0.030035;0.916685;0.697842;0.101772;0.989897;0.205945;0.910649;0.093031;0.429343;0.817192;;;-0.008560003379344941;0.807229;0.008174;0.25692152521929806;0.46988;817;0.026928;0.915723;0.727273;0.101591;0.991826;0.192771
23;0.2717188112180142;0.906871;0.072826;0.435922;0.811215;;;-0.028946001932144166;0.881104;0.003849;0.419492;4628;0.015557;0.908911;0.777778;0.101772;0.996151;0.118896;0.904529;0.074435;0.435806;0.82604;;;-0.027155996898174287;0.891566;0.00545;0.2594434985186508;0.470588;817;0.015912;0.90796;0.692308;0.101591;0.99455;0.108434
24;0.2758931732988476;0.909464;0.086233;0.429046;0.813434;;;-0.015539002522945405;0.808917;0.009141;0.422505;4628;0.027658;0.915333;0.703125;0.101772;0.990859;0.191083;0.910649;0.087442;0.444511;0.822905;;;-0.014148996809482575;0.795181;0.009537;0.25374639180638214;0.458824;817;0.029376;0.916772;0.708333;0.101591;0.990463;0.204819
25;0.2670228361098181;0.907736;0.076868;0.433126;0.821516;;;-0.024904002353668214;0.838641;0.007698;0.427966;4628;0.023336;0.912611;0.703704;0.101772;0.992302;0.161359;0.906977;0.078291;0.425795;0.820492;;;-0.023300001064300538;0.843373;0.008174;0.25899894739816937;0.46988;817;0.023256;0.912281;0.684211;0.101591;0.991826;0.156627
26;0.2752280171731988;0.907087;0.079001;0.425746;0.812115;;;-0.022770997986316682;0.857749;0.006255;0.418259;4628;0.020095;0.910915;0.72043;0.101772;0.993746;0.142251;0.906977;0.080437;0.420858;0.815288;;;-0.02115400288438797;0.855422;0.006812;0.26125887287792043;0.445783;817;0.020808;0.91125;0.705882;0.101591;0.993188;0.144578
27;0.27170231156598523;0.9086;0.083878;0.429519;0.821512;;;-0.017893996939182283;0.832272;0.007457;0.42161;4628;0.023768;0.913236;0.718182;0.101772;0.992543;0.167728;0.909425;0.085273;0.426296;0.818571;;;-0.016318002382278443;0.831325;0.006812;0.25735671023269396;0.457831;817;0.023256;0.913534;0.736842;0.101591;0.993188;0.168675
28;0.26799173865953496;0.90968;0.085626;0.435495;0.820676;;;-0.01614600132417679;0.819533;0.007698;0.427966;4628;0.025281;0.914431;0.726496;0.101772;0.992302;0.180467;0.909425;0.087373;0.425548;0.813401;;;-0.014217996636390687;0.831325;0.006812;0.2584140394589746;0.445783;817;0.023256;0.913534;0.736842;0.101591;0.993188;0.168675
