epoch;loss;train_acc;train_auprc;train_auroc;train_dem_val;train_dem_var;train_fnr;train_fpr;train_minpse;train_nb;train_ppr;train_prec0;train_prec1;train_prev;train_rec0;train_rec1;val_acc;val_auprc;val_auroc;val_dem_val;val_dem_var;val_fnr;val_fpr;val_loss;val_minpse;val_nb;val_ppr;val_prec0;val_prec1;val_prev;val_rec0;val_rec1
90;0.2606389078103358;0.90423;0.703527;0.916172;;;0.659789;0.007484;0.630468;14681;0.052517;0.905751;0.876783;0.135345;0.992516;0.340211;0.885785;0.559572;0.858245;;;0.736239;0.01687;0.2942130542912334;0.516055;3222;0.050279;0.895098;0.709877;0.13532;0.98313;0.263761
91;0.2580498061976745;0.903957;0.712429;0.918335;;;0.674384;0.005514;0.636501;14681;0.048839;0.904039;0.902371;0.135345;0.994486;0.325617;0.887647;0.558307;0.855225;;;0.75;0.012563;0.2882333449108271;0.506818;3222;0.044693;0.893762;0.756944;0.13532;0.987437;0.25
92;0.25783087167497853;0.904434;0.716437;0.918525;;;0.670861;0.005514;0.635128;14681;0.049315;0.904492;0.903315;0.135345;0.994486;0.329139;0.883302;0.557513;0.856293;;;0.766055;0.015075;0.2928388930607441;0.514874;3222;0.044693;0.891488;0.708333;0.13532;0.984925;0.233945
93;0.2580365953925995;0.906478;0.709218;0.918546;;;0.632109;0.009217;0.629779;14681;0.057762;0.909203;0.862028;0.135345;0.990783;0.367891;0.882371;0.556881;0.854742;;;0.727064;0.022254;0.29082300587286125;0.514739;3222;0.056176;0.895758;0.657459;0.13532;0.977746;0.272936
94;0.2548178497332964;0.906886;0.717566;0.920278;;;0.636135;0.008114;0.636683;14681;0.056263;0.908769;0.875303;0.135345;0.991886;0.363865;0.884854;0.547345;0.852892;;;0.727064;0.019383;0.2922346567229815;0.508889;3222;0.053693;0.896031;0.687861;0.13532;0.980617;0.272936
95;0.2593551515005582;0.907704;0.730383;0.924641;;;0.639658;0.006617;0.648213;14681;0.054492;0.908436;0.895;0.135345;0.993383;0.360342;0.883613;0.560195;0.85822;;;0.736239;0.019383;0.286130503374993;0.520642;3222;0.052452;0.894858;0.680473;0.13532;0.980617;0.263761
96;0.2584222876888986;0.907636;0.719094;0.923177;;;0.628083;0.008508;0.637141;14681;0.057694;0.909787;0.872491;0.135345;0.991492;0.371917;0.887647;0.564585;0.85684;;;0.694954;0.021177;0.2840233846231694;0.520642;3222;0.05959;0.9;0.692708;0.13532;0.978823;0.305046
97;0.2549410879862673;0.905047;0.706939;0.917162;;;0.642677;0.009217;0.629592;14681;0.056331;0.907824;0.858525;0.135345;0.990783;0.357323;0.888889;0.556091;0.854169;;;0.694954;0.019742;0.2980429644365162;0.506881;3222;0.058349;0.900132;0.707447;0.13532;0.980258;0.305046
98;0.25546031767856026;0.909952;0.729802;0.924461;;;0.616004;0.00772;0.649598;14681;0.058647;0.911433;0.886179;0.135345;0.99228;0.383996;0.891372;0.563522;0.855909;;;0.672018;0.020459;0.28994952540666624;0.525229;3222;0.062073;0.903044;0.715;0.13532;0.979541;0.327982
99;0.25497552053720585;0.904162;0.725256;0.924182;;;0.677906;0.004727;0.6462;14681;0.047681;0.903655;0.914286;0.135345;0.995273;0.322094;0.884854;0.561712;0.855383;;;0.759174;0.014358;0.2950487146113579;0.527523;3222;0.045003;0.892428;0.724138;0.13532;0.985642;0.240826
