epoch;loss;train_acc;train_auprc;train_auroc;train_dem_val;train_dem_var;train_fnr;train_fpr;train_minpse;train_nb;train_ppr;train_prec0;train_prec1;train_prev;train_rec0;train_rec1;val_acc;val_auprc;val_auroc;val_dem_val;val_dem_var;val_fnr;val_fpr;val_loss;val_minpse;val_nb;val_ppr;val_prec0;val_prec1;val_prev;val_rec0;val_rec1
74;0.26046315277972615;0.904502;0.701378;0.91513;;;0.644691;0.009532;0.627579;14681;0.056331;0.907536;0.853688;0.135345;0.990468;0.35531;0.886096;0.561249;0.860235;;;0.708716;0.020818;0.28233364775018394;0.530752;3222;0.057418;0.898255;0.686486;0.13532;0.979182;0.291284
75;0.2619162567635338;0.905456;0.703011;0.915079;;;0.643684;0.008587;0.627954;14681;0.05565;0.907747;0.866585;0.135345;0.991413;0.356316;0.887958;0.562815;0.85811;;;0.715596;0.017588;0.29020654198538437;0.524027;3222;0.053693;0.897671;0.716763;0.13532;0.982412;0.284404
76;0.26579801190037283;0.89953;0.684639;0.911146;;;0.698037;0.006932;0.608149;14681;0.046863;0.900879;0.872093;0.135345;0.993068;0.301963;0.883923;0.543931;0.852827;;;0.759174;0.015434;0.2940165987070638;0.520548;3222;0.045934;0.892323;0.709459;0.13532;0.984566;0.240826
77;0.261583463895748;0.905524;0.700793;0.914775;;;0.629592;0.010714;0.62456;14681;0.059396;0.909407;0.844037;0.135345;0.989286;0.370408;0.885785;0.559098;0.854383;;;0.704128;0.021895;0.2862525664219051;0.520548;3222;0.05897;0.898747;0.678947;0.13532;0.978105;0.295872
78;0.2620529998929947;0.905865;0.693611;0.91195;;;0.630599;0.010162;0.612871;14681;0.058783;0.909321;0.850521;0.135345;0.989838;0.369401;0.887647;0.557193;0.853448;;;0.699541;0.020459;0.2862202133555578;0.506881;3222;0.058349;0.899473;0.696809;0.13532;0.979541;0.300459
79;0.2604881702651344;0.906001;0.700932;0.915522;;;0.633619;0.009532;0.623553;14681;0.05783;0.908979;0.857479;0.135345;0.990468;0.366381;0.888579;0.559941;0.856222;;;0.694954;0.020101;0.2845682120661718;0.517007;3222;0.058659;0.900099;0.703704;0.13532;0.9799;0.305046
80;0.2620614601985431;0.905729;0.708996;0.917011;;;0.637645;0.009217;0.632612;14681;0.057012;0.90848;0.860215;0.135345;0.990783;0.362355;0.886096;0.559974;0.856608;;;0.720183;0.019024;0.2845138667751402;0.530892;3222;0.054314;0.896948;0.697143;0.13532;0.980976;0.279817
81;0.2621061706906743;0.906342;0.715242;0.920335;;;0.636135;0.008744;0.640664;14681;0.056808;0.908717;0.866906;0.135345;0.991256;0.363865;0.885164;0.554446;0.855174;;;0.722477;0.019742;0.28731713948793325;0.527523;3222;0.054624;0.896586;0.6875;0.13532;0.980258;0.277523
82;0.2565121384920596;0.901301;0.690961;0.913241;;;0.675893;0.00835;0.61852;14681;0.051086;0.903596;0.858667;0.135345;0.99165;0.324107;0.885475;0.559041;0.856527;;;0.733945;0.017588;0.2990113749121987;0.534404;3222;0.05121;0.895322;0.70303;0.13532;0.982412;0.266055
83;0.2605797459997704;0.907976;0.710841;0.915861;;;0.625566;0.008508;0.636866;14681;0.058034;0.910116;0.873239;0.135345;0.991492;0.374434;0.886406;0.564462;0.859989;;;0.711009;0.020101;0.2853475038926473;0.518349;3222;0.056487;0.898026;0.692308;0.13532;0.9799;0.288991
84;0.2548193238332018;0.903821;0.713641;0.917075;;;0.670357;0.006302;0.631791;14681;0.050065;0.904489;0.891156;0.135345;0.993698;0.329643;0.882371;0.553202;0.854085;;;0.770642;0.015434;0.2991854540407103;0.521348;3222;0.044382;0.890874;0.699301;0.13532;0.984566;0.229358
85;0.25709986015984276;0.907159;0.710931;0.919921;;;0.62003;0.01032;0.634625;14681;0.06035;0.910692;0.852144;0.135345;0.98968;0.37997;0.885164;0.552389;0.854405;;;0.697248;0.02369;0.28552291932394974;0.512586;3222;0.061453;0.899471;0.666667;0.13532;0.97631;0.302752
86;0.2572018804350289;0.906614;0.712945;0.91702;;;0.634625;0.008666;0.638148;14681;0.056944;0.90892;0.868421;0.135345;0.991334;0.365375;0.885164;0.557012;0.856305;;;0.715596;0.020818;0.2942323520106699;0.522936;3222;0.056487;0.897368;0.681319;0.13532;0.979182;0.284404
87;0.2566348350624685;0.906886;0.719366;0.921019;;;0.638651;0.00772;0.641103;14681;0.055582;0.908475;0.879902;0.135345;0.99228;0.361349;0.884544;0.560753;0.856695;;;0.733945;0.018665;0.2878849280513661;0.522936;3222;0.052142;0.895219;0.690476;0.13532;0.981335;0.266055
88;0.2561609370573187;0.908249;0.717029;0.920233;;;0.626069;0.008114;0.634905;14681;0.057626;0.910083;0.878251;0.135345;0.991886;0.373931;0.887027;0.562237;0.854455;;;0.713303;0.019024;0.28628894577553227;0.511468;3222;0.055245;0.897832;0.702247;0.13532;0.980976;0.286697
89;0.25705630588365846;0.906001;0.709376;0.91851;;;0.640161;0.008508;0.632663;14681;0.056059;0.908212;0.868773;0.135345;0.991492;0.359839;0.884233;0.558352;0.858348;;;0.727064;0.020101;0.2913802991604431;0.511468;3222;0.054314;0.895963;0.68;0.13532;0.9799;0.272936
